scenario,code,code_version,source,physical_assumptions,coordinate,frequency_hz,observer_time,value_name,value,asgard_ratio,wall_time,boundary,radius_cm,chi,metric_group
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.16298194e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00167804e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.58683360e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00167804e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99999000e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00210545e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368094e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00210545e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.15201401e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00210545e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.57978055e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00210545e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99999000e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00264172e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368094e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00264172e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.14081411e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00264172e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.57247996e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00264172e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99999000e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00331460e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368094e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00331460e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.12933021e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00331460e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.56487007e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00331460e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99999000e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00415885e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368094e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00415885e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.11750270e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00415885e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.55687610e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00415885e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99999000e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00521815e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368094e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00521815e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.10526492e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00521815e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.54840802e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00521815e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99999000e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00654726e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368094e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00654726e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.09254501e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00654726e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.53935821e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00654726e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99998999e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00821490e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368093e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00821490e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.07926959e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00821490e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.52959925e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.00821490e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99998999e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01030731e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368093e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01030731e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.06537055e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01030731e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.51898200e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01030731e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99998999e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01293268e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368093e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01293268e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.05079629e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01293268e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_energy_erg,1.50733438e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01293268e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,Gamma,2.99998999e+02,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01622675e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,B_comoving_G,3.69368093e+00,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01622675e+14,,full_state_chain
complex_state_dashboard,ASGARD,4.2.1,local git 714d890e,"ASGARD-only radius-ordered state dashboard; uniform medium; proton-synch hadronic rows use legacy_1d; activated p-gamma, Bethe-Heitler, and pair-feedback rows use am3_1d with joint coupling; chi projection uses the fullhide_2d electron branch",radius and local state coordinate,,,electron_number,4.03552939e+42,,3.65532294e+01,ASGARD-only radius-ordered diagnostic; no cross-code ratio,1.01622675e+14,,full_state_chain
