scenario,solver,band,nu_hz,t_obs_s,flux_density
ISM continuous jumps,fullhide_1d,1keV,2.41798900e+17,3.79269019e+06,3.96571871e-31
ISM continuous jumps,fullhide_1d,1keV,2.41798900e+17,4.60423938e+06,2.75879457e-31
ISM continuous jumps,fullhide_1d,1keV,2.41798900e+17,5.58944158e+06,1.92449990e-31
ISM continuous jumps,fullhide_1d,1keV,2.41798900e+17,6.78545457e+06,1.34568479e-31
ISM continuous jumps,fullhide_1d,1keV,2.41798900e+17,8.23738707e+06,9.43120909e-32
ISM continuous jumps,fullhide_1d,1keV,2.41798900e+17,1.00000000e+07,6.62457099e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.00000000e-01,9.03449497e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.21397719e-01,1.36631219e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.47374062e-01,2.08130440e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.78908749e-01,3.18694950e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.17191140e-01,4.88255970e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.63665090e-01,7.46701638e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.20083405e-01,1.13883086e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.88573952e-01,1.73510366e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.71719914e-01,2.63556724e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.72657215e-01,3.98834822e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.95192796e-01,5.99960732e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.43948197e-01,8.94749741e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.02453386e+00,1.31833251e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.24376073e+00,1.90890619e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.50989716e+00,2.69481454e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.83298071e+00,3.66874154e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.22519677e+00,4.74427943e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.70133812e+00,5.74549418e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.27936286e+00,6.46130942e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.98107171e+00,6.76254197e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.83293024e+00,6.64382414e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.86706707e+00,6.19044671e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.12248558e+00,5.53458327e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.64653503e+00,4.59817852e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.04966963e+01,3.87549150e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.27427499e+01,3.39471631e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.54694077e+01,2.77019048e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.87795080e+01,2.27785541e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.27978944e+01,1.87001900e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.76761237e+01,1.50964657e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.35981829e+01,1.18008974e-28
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.07874276e+01,8.96836000e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.95150067e+01,6.30649425e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.01100886e+01,5.25440723e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.29722764e+01,5.30474262e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.85866790e+01,3.34908280e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.07542208e+02,3.17171041e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.30553787e+02,2.46544273e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.58489319e+02,1.89902551e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.92402418e+02,1.53148397e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.33572147e+02,1.18414324e-29
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.83551258e+02,9.01573355e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.44224760e+02,7.10512451e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.17881006e+02,5.68693913e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.07298009e+02,4.51583151e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.15848211e+02,3.53945573e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.47625680e+02,2.77965487e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.07600522e+02,2.18201994e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.10180633e+03,1.70034754e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.33756775e+03,1.33177293e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.62377674e+03,1.04015632e-30
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.97122792e+03,8.11531918e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.39302573e+03,6.35103584e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.90507865e+03,4.95869771e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.52669921e+03,3.86992783e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.28133240e+03,3.02093494e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.19743987e+03,2.35449199e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.30957344e+03,1.83667146e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.65967823e+03,1.43738623e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.29867465e+03,1.12082909e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.12883789e+04,8.66647979e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.37038345e+04,6.63173595e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.66361425e+04,5.03513464e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.01958975e+04,3.77417338e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.45173589e+04,2.78635157e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.97635144e+04,2.00488452e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.61322276e+04,1.39203448e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.38637001e+04,8.48753715e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.32495313e+04,4.51989725e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.46437163e+04,3.26332582e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.84759970e+04,2.38877081e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.52680703e+04,1.67298684e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.15653264e+05,1.13242671e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.40400425e+05,7.48906703e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.70442913e+05,4.88099993e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.06913808e+05,3.15189063e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.51188643e+05,2.02981880e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.04937283e+05,1.30769596e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.70186906e+05,8.44807719e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.49398459e+05,5.46797164e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.45559478e+05,3.55426396e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.62296762e+05,2.31459446e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.04013161e+05,1.51166262e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.76053637e+05,9.91334241e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.18490685e+06,6.53607438e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.43844989e+06,4.33569593e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.74624535e+06,2.88437364e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.11990202e+06,1.92340892e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.57351270e+06,1.28124462e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.12418571e+06,8.56618761e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.79269019e+06,5.76947493e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.60423938e+06,3.91554353e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.58944158e+06,2.66604476e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.78545457e+06,1.82062806e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.23738707e+06,1.24701037e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.00000000e+07,8.56615861e-38
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.00000000e-01,6.83230206e-32
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.21397719e-01,1.05611021e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.47374062e-01,1.68462658e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.78908749e-01,2.76324723e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.17191140e-01,4.60871597e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.63665090e-01,7.78979347e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.20083405e-01,1.33873354e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.88573952e-01,2.33310551e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.71719914e-01,4.11594726e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.72657215e-01,7.34073249e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.95192796e-01,1.31845293e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.43948197e-01,2.37769791e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.02453386e+00,4.28171520e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.24376073e+00,7.70783285e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.50989716e+00,1.37039789e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.83298071e+00,2.39962829e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.22519677e+00,4.11482754e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.70133812e+00,6.75234499e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.27936286e+00,1.05717813e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.98107171e+00,1.56680448e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.83293024e+00,2.19734589e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.86706707e+00,2.93252516e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.12248558e+00,3.75696629e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.64653503e+00,4.44484075e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.04966963e+01,5.24209097e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.27427499e+01,6.71915194e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.54694077e+01,8.25195061e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.87795080e+01,9.67007465e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.27978944e+01,1.13142939e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.76761237e+01,1.31186710e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.35981829e+01,1.50686412e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.07874276e+01,1.72202561e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.95150067e+01,1.93386069e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.01100886e+01,2.13394285e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.29722764e+01,2.36153268e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.85866790e+01,2.56477126e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.07542208e+02,2.78323896e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.30553787e+02,2.98454609e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.58489319e+02,3.19463598e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.92402418e+02,3.41573384e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.33572147e+02,3.65407432e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.83551258e+02,3.87578343e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.44224760e+02,4.13011537e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.17881006e+02,4.40948111e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.07298009e+02,4.67828962e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.15848211e+02,4.94948986e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.47625680e+02,5.32121391e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.07600522e+02,5.73782848e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.10180633e+03,6.15422103e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.33756775e+03,6.59273433e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.62377674e+03,7.06366612e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.97122792e+03,7.64951339e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.39302573e+03,8.32293718e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.90507865e+03,9.08612388e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.52669921e+03,9.87709139e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.28133240e+03,1.07127103e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.19743987e+03,1.16812217e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.30957344e+03,1.26889132e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.65967823e+03,1.38683939e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.29867465e+03,1.53911079e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.12883789e+04,1.70692062e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.37038345e+04,1.88631782e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.66361425e+04,2.08189698e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.01958975e+04,2.31500669e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.45173589e+04,2.57829202e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.97635144e+04,2.85089850e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.61322276e+04,3.12317419e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.38637001e+04,3.36633638e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.32495313e+04,3.38502653e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.46437163e+04,3.38268475e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.84759970e+04,3.44508285e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.52680703e+04,3.48779856e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.15653264e+05,3.48898707e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.40400425e+05,3.40260125e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.70442913e+05,3.24220407e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.06913808e+05,3.15714910e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.51188643e+05,3.09005562e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.04937283e+05,2.99774947e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.70186906e+05,2.87080502e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.49398459e+05,2.84175672e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.45559478e+05,2.73302670e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.62296762e+05,2.57001047e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.04013161e+05,2.51396546e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.76053637e+05,2.41163692e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.18490685e+06,2.29112943e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.43844989e+06,2.14538266e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.74624535e+06,2.02340228e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.11990202e+06,1.82912004e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.57351270e+06,1.61486521e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.12418571e+06,1.39053792e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.79269019e+06,1.15780521e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.60423938e+06,9.35338085e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.58944158e+06,7.38515666e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.78545457e+06,5.71373390e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.23738707e+06,4.36599389e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.00000000e+07,3.30339335e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.00000000e-01,2.44613479e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.21397719e-01,3.78146262e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.47374062e-01,6.03216410e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.78908749e-01,9.89537971e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.17191140e-01,1.65048827e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.63665090e-01,2.78984347e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.20083405e-01,4.79468779e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.88573952e-01,8.35611104e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.71719914e-01,1.47413770e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.72657215e-01,2.62917344e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.95192796e-01,4.72220022e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.43948197e-01,8.51595587e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.02453386e+00,1.53351147e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.24376073e+00,2.76062808e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.50989716e+00,4.90827400e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.83298071e+00,8.59459781e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.22519677e+00,1.47374690e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.70133812e+00,2.41828298e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.27936286e+00,3.78577710e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.98107171e+00,5.60983210e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.83293024e+00,7.86600005e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.86706707e+00,1.04953706e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.12248558e+00,1.34419757e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.64653503e+00,1.58962484e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.04966963e+01,1.87434124e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.27427499e+01,2.40210773e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.54694077e+01,2.94843647e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.87795080e+01,3.45240027e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.27978944e+01,4.03608587e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.76761237e+01,4.67533720e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.35981829e+01,5.36478583e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.07874276e+01,6.12411409e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.95150067e+01,6.86862450e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.01100886e+01,7.56737837e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.29722764e+01,8.35975103e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.85866790e+01,9.05931545e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.07542208e+02,9.80725990e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.30553787e+02,1.04880829e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.58489319e+02,1.11890232e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.92402418e+02,1.19146318e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.33572147e+02,1.26857936e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.83551258e+02,1.33674415e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.44224760e+02,1.41526301e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.17881006e+02,1.50121915e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.07298009e+02,1.58003469e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.15848211e+02,1.65553606e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.47625680e+02,1.75944977e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.07600522e+02,1.87059653e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.10180633e+03,1.97292839e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.33756775e+03,2.07358306e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.62377674e+03,2.17077336e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.97122792e+03,2.27992470e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.39302573e+03,2.39055575e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.90507865e+03,2.48913485e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.52669921e+03,2.56207581e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.28133240e+03,2.60261804e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.19743987e+03,2.61326209e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.30957344e+03,2.59031376e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.65967823e+03,2.53949511e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.29867465e+03,2.44609818e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.12883789e+04,2.30230484e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.37038345e+04,2.11133749e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.66361425e+04,1.89055719e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.01958975e+04,1.65838634e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.45173589e+04,1.41791028e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.97635144e+04,1.16634490e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.61322276e+04,9.10922363e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.38637001e+04,6.39609118e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.32495313e+04,3.75230873e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.46437163e+04,2.62968542e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.84759970e+04,1.88855634e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.52680703e+04,1.32037974e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.15653264e+05,9.04783049e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.40400425e+05,6.12880023e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.70442913e+05,4.12984844e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.06913808e+05,2.77895339e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.51188643e+05,1.87176180e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.04937283e+05,1.26471800e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.70186906e+05,8.58521024e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.49398459e+05,5.84284224e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.45559478e+05,3.99742072e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.62296762e+05,2.75016926e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.04013161e+05,1.89808649e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.76053637e+05,1.31562195e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.18490685e+06,9.15916894e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.43844989e+06,6.40870527e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.74624535e+06,4.49634849e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.11990202e+06,3.16140876e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.57351270e+06,2.22836181e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.12418571e+06,1.57863723e-28
